-nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
0.033159, 0.052356, 0.075044, 0.125654, 0.127400, 0.155323, 0.139616, 0.116928, 0.083770, 0.068063, 0.022688, 0.000000, 
0.033101, 0.052265, 0.074913, 0.127178, 0.127178, 0.155052, 0.139373, 0.116725, 0.083624, 0.067944, 0.022648, 0.000000, 
0.033043, 0.052174, 0.074783, 0.126957, 0.126957, 0.154783, 0.139130, 0.118261, 0.083478, 0.067826, 0.022609, 0.000000, 
0.032986, 0.052083, 0.074653, 0.126736, 0.128472, 0.154514, 0.138889, 0.118056, 0.083333, 0.067708, 0.022569, 0.000000, 
0.032929, 0.051993, 0.074523, 0.126516, 0.128250, 0.154246, 0.138648, 0.117851, 0.083189, 0.067591, 0.024263, 0.000000, 
0.032872, 0.051903, 0.074394, 0.126298, 0.128028, 0.155709, 0.138408, 0.117647, 0.083045, 0.067474, 0.024221, 0.000000, 
0.032815, 0.051813, 0.074266, 0.126079, 0.127807, 0.155440, 0.139896, 0.117444, 0.082902, 0.067358, 0.024180, 0.000000, 
0.032759, 0.051724, 0.074138, 0.125862, 0.127586, 0.155172, 0.139655, 0.118966, 0.082759, 0.067241, 0.024138, 0.000000, 
0.032702, 0.051635, 0.074010, 0.125645, 0.127367, 0.154905, 0.139415, 0.118761, 0.084337, 0.067126, 0.024096, 0.000000, 
0.034364, 0.051546, 0.073883, 0.125430, 0.127148, 0.154639, 0.139175, 0.118557, 0.084192, 0.067010, 0.024055, 0.000000, 
0.034305, 0.051458, 0.073756, 0.125214, 0.126930, 0.154374, 0.138937, 0.118353, 0.085763, 0.066895, 0.024014, 0.000000, 
0.034247, 0.051370, 0.073630, 0.125000, 0.128425, 0.154110, 0.138699, 0.118151, 0.085616, 0.066781, 0.023973, 0.000000, 
0.034188, 0.051282, 0.073504, 0.126496, 0.128205, 0.153846, 0.138462, 0.117949, 0.085470, 0.066667, 0.023932, 0.000000, 
0.034130, 0.052901, 0.073379, 0.126280, 0.127986, 0.153584, 0.138225, 0.117747, 0.085324, 0.066553, 0.023891, 0.000000, 
0.034072, 0.052811, 0.073254, 0.127768, 0.127768, 0.153322, 0.137990, 0.117547, 0.085179, 0.066440, 0.023850, 0.000000, 
0.034014, 0.052721, 0.073129, 0.127551, 0.127551, 0.153061, 0.137755, 0.117347, 0.086735, 0.066327, 0.023810, 0.000000, 
0.033956, 0.052632, 0.073005, 0.127334, 0.127334, 0.152801, 0.137521, 0.117148, 0.088285, 0.066214, 0.023769, 0.000000, 
0.033898, 0.052542, 0.072881, 0.127119, 0.127119, 0.152542, 0.138983, 0.116949, 0.088136, 0.066102, 0.023729, 0.000000, 
0.033841, 0.054146, 0.072758, 0.126904, 0.126904, 0.152284, 0.138748, 0.116751, 0.087986, 0.065990, 0.023689, 0.000000, 
0.033784, 0.054054, 0.072635, 0.126689, 0.126689, 0.153716, 0.138514, 0.116554, 0.087838, 0.065878, 0.023649, 0.000000, 
0.033727, 0.053963, 0.072513, 0.126476, 0.126476, 0.153457, 0.138280, 0.116358, 0.089376, 0.065767, 0.023609, 0.000000, 
0.033670, 0.053872, 0.072391, 0.126263, 0.126263, 0.153199, 0.138047, 0.117845, 0.089226, 0.065657, 0.023569, 0.000000, 
0.033613, 0.053782, 0.072269, 0.126050, 0.126050, 0.154622, 0.137815, 0.117647, 0.089076, 0.065546, 0.023529, 0.000000, 
0.033557, 0.053691, 0.072148, 0.127517, 0.125839, 0.154362, 0.137584, 0.117450, 0.088926, 0.065436, 0.023490, 0.000000, 
0.033501, 0.053601, 0.072027, 0.128978, 0.125628, 0.154104, 0.137353, 0.117253, 0.088777, 0.065327, 0.023451, 0.000000, 
0.033445, 0.053512, 0.071906, 0.128763, 0.125418, 0.153846, 0.137124, 0.117057, 0.090301, 0.065217, 0.023411, 0.000000, 
0.033389, 0.053422, 0.073456, 0.128548, 0.125209, 0.153589, 0.136895, 0.116861, 0.090150, 0.065109, 0.023372, 0.000000, 
0.033333, 0.053333, 0.073333, 0.128333, 0.125000, 0.155000, 0.136667, 0.116667, 0.090000, 0.065000, 0.023333, 0.000000, 
0.033278, 0.053245, 0.073211, 0.128120, 0.124792, 0.154742, 0.138103, 0.116473, 0.089850, 0.064892, 0.023295, 0.000000, 
0.033223, 0.053156, 0.073090, 0.127907, 0.126246, 0.154485, 0.137874, 0.116279, 0.089701, 0.064784, 0.023256, 0.000000, 
0.033167, 0.053068, 0.072968, 0.127695, 0.126036, 0.154229, 0.139303, 0.116086, 0.089552, 0.064677, 0.023217, 0.000000, 
0.033113, 0.052980, 0.072848, 0.127483, 0.125828, 0.153974, 0.139073, 0.115894, 0.091060, 0.064570, 0.023179, 0.000000, 
0.033058, 0.052893, 0.072727, 0.128926, 0.125620, 0.153719, 0.138843, 0.115702, 0.090909, 0.064463, 0.023140, 0.000000, 
0.033003, 0.052805, 0.072607, 0.128713, 0.127063, 0.153465, 0.138614, 0.115512, 0.090759, 0.064356, 0.023102, 0.000000, 
0.032949, 0.052718, 0.072488, 0.128501, 0.128501, 0.153213, 0.138386, 0.115321, 0.090610, 0.064250, 0.023064, 0.000000, 
0.034539, 0.052632, 0.072368, 0.128289, 0.128289, 0.152961, 0.138158, 0.115132, 0.090461, 0.064145, 0.023026, 0.000000, 
0.034483, 0.052545, 0.072250, 0.128079, 0.128079, 0.154351, 0.137931, 0.114943, 0.090312, 0.064039, 0.022989, 0.000000, 
0.034426, 0.052459, 0.072131, 0.127869, 0.127869, 0.154098, 0.137705, 0.114754, 0.090164, 0.065574, 0.022951, 0.000000, 
0.034370, 0.052373, 0.072013, 0.127660, 0.127660, 0.155483, 0.137480, 0.114566, 0.090016, 0.065466, 0.022913, 0.000000, 
0.034314, 0.052288, 0.071895, 0.127451, 0.127451, 0.155229, 0.137255, 0.114379, 0.089869, 0.065359, 0.024510, 0.000000, 
0.034258, 0.052202, 0.071778, 0.127243, 0.128874, 0.154976, 0.137031, 0.114192, 0.089723, 0.065253, 0.024470, 0.000000, 
0.034202, 0.052117, 0.071661, 0.127036, 0.128664, 0.154723, 0.136808, 0.115635, 0.089577, 0.065147, 0.024430, 0.000000, 
0.034146, 0.052033, 0.071545, 0.126829, 0.128455, 0.154472, 0.136585, 0.115447, 0.089431, 0.065041, 0.026016, 0.000000, 
0.034091, 0.051948, 0.071429, 0.126623, 0.128247, 0.154221, 0.136364, 0.116883, 0.089286, 0.064935, 0.025974, 0.000000, 
0.034036, 0.051864, 0.071313, 0.126418, 0.129660, 0.153971, 0.136143, 0.116694, 0.089141, 0.064830, 0.025932, 0.000000, 
0.033981, 0.051780, 0.071197, 0.126214, 0.129450, 0.155340, 0.135922, 0.116505, 0.088997, 0.064725, 0.025890, 0.000000, 
0.033926, 0.051696, 0.071082, 0.126010, 0.129241, 0.155089, 0.137318, 0.116317, 0.088853, 0.064620, 0.025848, 0.000000, 
0.033871, 0.051613, 0.070968, 0.127419, 0.129032, 0.154839, 0.137097, 0.116129, 0.088710, 0.064516, 0.025806, 0.000000, 
0.033816, 0.051530, 0.070853, 0.127214, 0.128824, 0.156200, 0.136876, 0.115942, 0.088567, 0.064412, 0.025765, 0.000000, 
0.033762, 0.051447, 0.070740, 0.127010, 0.128617, 0.155949, 0.136656, 0.115756, 0.090032, 0.064309, 0.025723, 0.000000, 
0.033708, 0.051364, 0.070626, 0.126806, 0.128411, 0.157303, 0.136437, 0.115570, 0.089888, 0.064205, 0.025682, 0.000000, 
0.033654, 0.051282, 0.070513, 0.126603, 0.128205, 0.157051, 0.136218, 0.115385, 0.089744, 0.064103, 0.027244, 0.000000, 
0.033600, 0.051200, 0.070400, 0.126400, 0.128000, 0.156800, 0.136000, 0.116800, 0.089600, 0.064000, 0.027200, 0.000000, 
0.033546, 0.051118, 0.070288, 0.126198, 0.129393, 0.156550, 0.135783, 0.116613, 0.089457, 0.063898, 0.027157, 0.000000, 
0.033493, 0.051037, 0.070175, 0.127592, 0.129187, 0.156300, 0.135566, 0.116427, 0.089314, 0.063796, 0.027113, 0.000000, 
0.033439, 0.050955, 0.070064, 0.127389, 0.130573, 0.156051, 0.135350, 0.116242, 0.089172, 0.063694, 0.027070, 0.000000, 
0.033386, 0.050874, 0.069952, 0.127186, 0.130366, 0.155803, 0.135135, 0.116057, 0.089030, 0.065183, 0.027027, 0.000000, 
0.033333, 0.052381, 0.069841, 0.126984, 0.130159, 0.155556, 0.134921, 0.115873, 0.088889, 0.065079, 0.026984, 0.000000, 
0.033281, 0.052298, 0.069731, 0.126783, 0.129952, 0.155309, 0.134707, 0.115689, 0.088748, 0.066561, 0.026941, 0.000000, 
0.033228, 0.052215, 0.069620, 0.126582, 0.129747, 0.155063, 0.136076, 0.115506, 0.088608, 0.066456, 0.026899, 0.000000, 
0.033175, 0.052133, 0.069510, 0.127962, 0.129542, 0.154818, 0.135861, 0.115324, 0.088468, 0.066351, 0.026856, 0.000000, 
0.033123, 0.052050, 0.069401, 0.127760, 0.129338, 0.154574, 0.135647, 0.115142, 0.088328, 0.066246, 0.028391, 0.000000, 
0.033071, 0.051969, 0.069291, 0.127559, 0.130709, 0.154331, 0.135433, 0.114961, 0.088189, 0.066142, 0.028346, 0.000000, 
0.033019, 0.051887, 0.069182, 0.128931, 0.130503, 0.154088, 0.135220, 0.114780, 0.088050, 0.066038, 0.028302, 0.000000, 
0.032967, 0.051805, 0.069074, 0.128728, 0.130298, 0.153846, 0.135008, 0.114600, 0.087912, 0.067504, 0.028257, 0.000000, 
0.032915, 0.053292, 0.068966, 0.128527, 0.130094, 0.153605, 0.134796, 0.114420, 0.087774, 0.067398, 0.028213, 0.000000, 
0.032864, 0.054773, 0.068858, 0.128326, 0.129890, 0.153365, 0.134585, 0.114241, 0.087637, 0.067293, 0.028169, 0.000000, 
0.032812, 0.054688, 0.068750, 0.128125, 0.129688, 0.153125, 0.134375, 0.115625, 0.087500, 0.067188, 0.028125, 0.000000, 
0.032761, 0.054602, 0.068643, 0.129485, 0.129485, 0.152886, 0.134165, 0.115445, 0.087363, 0.067083, 0.028081, 0.000000, 
0.032710, 0.054517, 0.068536, 0.129283, 0.129283, 0.152648, 0.135514, 0.115265, 0.087227, 0.066978, 0.028037, 0.000000, 
0.032659, 0.054432, 0.068429, 0.129082, 0.129082, 0.153966, 0.135303, 0.115086, 0.087092, 0.066874, 0.027994, 0.000000, 
0.032609, 0.054348, 0.068323, 0.128882, 0.128882, 0.155280, 0.135093, 0.114907, 0.086957, 0.066770, 0.027950, 0.000000, 
0.032558, 0.054264, 0.068217, 0.130233, 0.128682, 0.155039, 0.134884, 0.114729, 0.086822, 0.066667, 0.027907, 0.000000, 
0.032508, 0.054180, 0.068111, 0.130031, 0.128483, 0.154799, 0.134675, 0.114551, 0.086687, 0.066563, 0.029412, 0.000000, 
0.032457, 0.054096, 0.068006, 0.131376, 0.128284, 0.154560, 0.134467, 0.114374, 0.086553, 0.066461, 0.029366, 0.000000, 
0.032407, 0.054012, 0.067901, 0.131173, 0.128086, 0.155864, 0.134259, 0.114198, 0.086420, 0.066358, 0.029321, 0.000000, 
0.032357, 0.053929, 0.067797, 0.130971, 0.127889, 0.157165, 0.134052, 0.114022, 0.086287, 0.066256, 0.029276, 0.000000, 
0.032308, 0.053846, 0.067692, 0.132308, 0.127692, 0.156923, 0.133846, 0.113846, 0.086154, 0.066154, 0.029231, 0.000000, 
0.032258, 0.053763, 0.067588, 0.132104, 0.127496, 0.156682, 0.135177, 0.113671, 0.086022, 0.066052, 0.029186, 0.000000, 
0.032209, 0.053681, 0.067485, 0.133436, 0.127301, 0.156442, 0.134969, 0.113497, 0.085890, 0.065951, 0.029141, 0.000000, 
0.032159, 0.053599, 0.067381, 0.134763, 0.127106, 0.156202, 0.134763, 0.113323, 0.085758, 0.065850, 0.029096, 0.000000, 
0.032110, 0.053517, 0.068807, 0.134557, 0.126911, 0.155963, 0.134557, 0.113150, 0.085627, 0.065749, 0.029052, 0.000000, 
0.032061, 0.053435, 0.070229, 0.134351, 0.126718, 0.155725, 0.134351, 0.112977, 0.085496, 0.065649, 0.029008, 0.000000, 
0.032012, 0.053354, 0.070122, 0.135671, 0.126524, 0.155488, 0.134146, 0.112805, 0.085366, 0.065549, 0.028963, 0.000000, 
0.031963, 0.053272, 0.070015, 0.136986, 0.126332, 0.155251, 0.133942, 0.112633, 0.085236, 0.065449, 0.028919, 0.000000, 
0.031915, 0.053191, 0.069909, 0.138298, 0.126140, 0.155015, 0.133739, 0.112462, 0.085106, 0.065350, 0.028875, 0.000000, 
0.033384, 0.053111, 0.069803, 0.138088, 0.125948, 0.154780, 0.133536, 0.112291, 0.084977, 0.065250, 0.028832, 0.000000, 
0.034848, 0.053030, 0.069697, 0.137879, 0.125758, 0.154545, 0.133333, 0.112121, 0.084848, 0.065152, 0.028788, 0.000000, 
0.034796, 0.052950, 0.069592, 0.137670, 0.125567, 0.154312, 0.133132, 0.111952, 0.084720, 0.065053, 0.030257, 0.000000, 
0.034743, 0.052870, 0.069486, 0.137462, 0.125378, 0.154079, 0.132931, 0.113293, 0.084592, 0.064955, 0.030211, 0.000000, 
0.034691, 0.052790, 0.069382, 0.137255, 0.125189, 0.155354, 0.132730, 0.113122, 0.084465, 0.064857, 0.030166, 0.000000, 
0.034639, 0.052711, 0.069277, 0.137048, 0.125000, 0.155120, 0.132530, 0.112952, 0.085843, 0.064759, 0.030120, 0.000000, 
0.034586, 0.052632, 0.069173, 0.136842, 0.124812, 0.154887, 0.132331, 0.112782, 0.085714, 0.064662, 0.031579, 0.000000, 
0.034535, 0.052553, 0.069069, 0.136637, 0.126126, 0.154655, 0.132132, 0.112613, 0.085586, 0.064565, 0.031532, 0.000000, 
0.034483, 0.052474, 0.068966, 0.136432, 0.127436, 0.154423, 0.131934, 0.112444, 0.085457, 0.064468, 0.031484, 0.000000, 
0.034431, 0.052395, 0.068862, 0.136228, 0.127246, 0.154192, 0.131737, 0.113772, 0.085329, 0.064371, 0.031437, 0.000000, 
0.034380, 0.052317, 0.068759, 0.136024, 0.127055, 0.153961, 0.131540, 0.113602, 0.085202, 0.064275, 0.032885, 0.000000, 
0.034328, 0.052239, 0.068657, 0.135821, 0.126866, 0.153731, 0.132836, 0.113433, 0.085075, 0.064179, 0.032836, 0.000000, 
0.034277, 0.052161, 0.068554, 0.135618, 0.126677, 0.153502, 0.132638, 0.114754, 0.084948, 0.064083, 0.032787, 0.000000, 
0.034226, 0.052083, 0.068452, 0.135417, 0.126488, 0.153274, 0.132440, 0.116071, 0.084821, 0.063988, 0.032738, 0.000000, 
0.034175, 0.052006, 0.068351, 0.135215, 0.126300, 0.154532, 0.132244, 0.115899, 0.084695, 0.063893, 0.032689, 0.000000, 
0.034125, 0.051929, 0.068249, 0.135015, 0.126113, 0.154303, 0.132047, 0.117211, 0.084570, 0.063798, 0.032641, 0.000000, 
0.034074, 0.051852, 0.068148, 0.134815, 0.127407, 0.154074, 0.131852, 0.117037, 0.084444, 0.063704, 0.032593, 0.000000, 
0.034024, 0.051775, 0.068047, 0.134615, 0.127219, 0.153846, 0.131657, 0.118343, 0.084320, 0.063609, 0.032544, 0.000000, 
0.035451, 0.051699, 0.067947, 0.134417, 0.127031, 0.153619, 0.131462, 0.118168, 0.084195, 0.063516, 0.032496, 0.000000, 
0.035398, 0.051622, 0.067847, 0.134218, 0.128319, 0.153392, 0.131268, 0.117994, 0.084071, 0.063422, 0.032448, 0.000000, 
0.035346, 0.051546, 0.067747, 0.134021, 0.128130, 0.154639, 0.131075, 0.117820, 0.083947, 0.063328, 0.032401, 0.000000, 
0.035294, 0.052941, 0.067647, 0.133824, 0.127941, 0.154412, 0.130882, 0.117647, 0.083824, 0.063235, 0.032353, 0.000000, 
0.035242, 0.052863, 0.067548, 0.133627, 0.127753, 0.154185, 0.130690, 0.118943, 0.083700, 0.063142, 0.032305, 0.000000, 
0.035191, 0.052786, 0.067449, 0.133431, 0.127566, 0.153959, 0.131965, 0.118768, 0.083578, 0.063050, 0.032258, 0.000000, 
0.035139, 0.052709, 0.067350, 0.133236, 0.127379, 0.153734, 0.133236, 0.118594, 0.083455, 0.062958, 0.032211, 0.000000, 
0.035088, 0.052632, 0.067251, 0.133041, 0.127193, 0.153509, 0.133041, 0.118421, 0.083333, 0.064327, 0.032164, 0.000000, 
0.035036, 0.052555, 0.067153, 0.132847, 0.127007, 0.153285, 0.132847, 0.118248, 0.084672, 0.064234, 0.032117, 0.000000, 
0.034985, 0.052478, 0.067055, 0.132653, 0.126822, 0.153061, 0.134111, 0.118076, 0.084548, 0.064140, 0.032070, 0.000000, 
0.034934, 0.052402, 0.066958, 0.132460, 0.126638, 0.152838, 0.133916, 0.117904, 0.084425, 0.065502, 0.032023, 0.000000, 
0.034884, 0.052326, 0.066860, 0.132267, 0.126453, 0.152616, 0.135174, 0.117733, 0.084302, 0.065407, 0.031977, 0.000000, 
0.034833, 0.052250, 0.066763, 0.132075, 0.126270, 0.153846, 0.134978, 0.117562, 0.084180, 0.065312, 0.031930, 0.000000, 
0.034783, 0.052174, 0.066667, 0.131884, 0.126087, 0.153623, 0.134783, 0.117391, 0.084058, 0.066667, 0.031884, 0.000000, 
0.034732, 0.052098, 0.066570, 0.131693, 0.125904, 0.153401, 0.134588, 0.118669, 0.083936, 0.066570, 0.031838, 0.000000, 
0.034682, 0.052023, 0.066474, 0.131503, 0.125723, 0.153179, 0.134393, 0.119942, 0.083815, 0.066474, 0.031792, 0.000000, 
0.034632, 0.051948, 0.066378, 0.131313, 0.125541, 0.152958, 0.134199, 0.121212, 0.083694, 0.066378, 0.031746, 0.000000, 
0.034582, 0.053314, 0.066282, 0.131124, 0.125360, 0.152738, 0.134006, 0.121037, 0.083573, 0.066282, 0.031700, 0.000000, 
0.034532, 0.053237, 0.066187, 0.130935, 0.125180, 0.152518, 0.135252, 0.120863, 0.083453, 0.066187, 0.031655, 0.000000, 
0.034483, 0.054598, 0.066092, 0.130747, 0.125000, 0.152299, 0.135057, 0.120690, 0.083333, 0.066092, 0.031609, 0.000000, 
0.034433, 0.054519, 0.065997, 0.130560, 0.124821, 0.152080, 0.136298, 0.120517, 0.083214, 0.065997, 0.031564, 0.000000, 
0.034384, 0.054441, 0.065903, 0.131805, 0.124642, 0.151862, 0.136103, 0.120344, 0.083095, 0.065903, 0.031519, 0.000000, 
0.034335, 0.054363, 0.065808, 0.131617, 0.124464, 0.153076, 0.135908, 0.120172, 0.082976, 0.065808, 0.031474, 0.000000, 
0.034286, 0.054286, 0.065714, 0.131429, 0.124286, 0.152857, 0.135714, 0.120000, 0.082857, 0.065714, 0.032857, 0.000000, 
0.034237, 0.054208, 0.065621, 0.131241, 0.125535, 0.152639, 0.135521, 0.119829, 0.082739, 0.065621, 0.032810, 0.000000, 
0.034188, 0.054131, 0.065527, 0.131054, 0.125356, 0.152422, 0.135328, 0.121083, 0.082621, 0.065527, 0.032764, 0.000000, 
0.034139, 0.054054, 0.065434, 0.130868, 0.125178, 0.152205, 0.135135, 0.120910, 0.082504, 0.066856, 0.032717, 0.000000, 
0.034091, 0.053977, 0.065341, 0.130682, 0.125000, 0.151989, 0.134943, 0.120739, 0.083807, 0.066761, 0.032670, 0.000000, 
0.034043, 0.053901, 0.065248, 0.130496, 0.126241, 0.151773, 0.134752, 0.120567, 0.083688, 0.066667, 0.032624, 0.000000, 
0.033994, 0.053824, 0.065156, 0.130312, 0.126062, 0.152975, 0.134561, 0.120397, 0.083569, 0.066572, 0.032578, 0.000000, 
0.033946, 0.053748, 0.065064, 0.130127, 0.125884, 0.152758, 0.134371, 0.120226, 0.084866, 0.066478, 0.032532, 0.000000, 
0.033898, 0.053672, 0.064972, 0.131356, 0.125706, 0.152542, 0.134181, 0.120056, 0.084746, 0.066384, 0.032486, 0.000000, 
0.033850, 0.053597, 0.064880, 0.131171, 0.126939, 0.152327, 0.133992, 0.119887, 0.084626, 0.066291, 0.032440, 0.000000, 
0.033803, 0.053521, 0.064789, 0.130986, 0.128169, 0.152113, 0.133803, 0.119718, 0.084507, 0.066197, 0.032394, 0.000000, 
0.033755, 0.053446, 0.064698, 0.132208, 0.127989, 0.151899, 0.133615, 0.119550, 0.084388, 0.066104, 0.032349, 0.000000, 
0.033708, 0.053371, 0.064607, 0.132022, 0.127809, 0.151685, 0.134831, 0.119382, 0.084270, 0.066011, 0.032303, 0.000000, 
0.033661, 0.053296, 0.064516, 0.131837, 0.127630, 0.151473, 0.134642, 0.120617, 0.084151, 0.065919, 0.032258, 0.000000, 
0.033613, 0.053221, 0.064426, 0.131653, 0.127451, 0.151261, 0.134454, 0.120448, 0.085434, 0.065826, 0.032213, 0.000000, 
0.033566, 0.053147, 0.064336, 0.131469, 0.127273, 0.152448, 0.134266, 0.120280, 0.085315, 0.065734, 0.032168, 0.000000, 
0.034916, 0.053073, 0.064246, 0.131285, 0.127095, 0.152235, 0.134078, 0.120112, 0.085196, 0.065642, 0.032123, 0.000000, 
0.034868, 0.052999, 0.064156, 0.131102, 0.126918, 0.152022, 0.133891, 0.121339, 0.085077, 0.065551, 0.032078, 0.000000, 
0.034819, 0.052925, 0.064067, 0.132312, 0.126741, 0.151811, 0.133705, 0.121170, 0.084958, 0.065460, 0.032033, 0.000000, 
0.034771, 0.052851, 0.063978, 0.132128, 0.126565, 0.151599, 0.133519, 0.122392, 0.084840, 0.065369, 0.031989, 0.000000, 
0.034722, 0.052778, 0.063889, 0.131944, 0.126389, 0.151389, 0.134722, 0.122222, 0.084722, 0.065278, 0.031944, 0.000000, 
0.034674, 0.052705, 0.063800, 0.131761, 0.126214, 0.151179, 0.134535, 0.122053, 0.085992, 0.065187, 0.031900, 0.000000, 
0.034626, 0.052632, 0.063712, 0.131579, 0.126039, 0.152355, 0.134349, 0.121884, 0.085873, 0.065097, 0.031856, 0.000000, 
0.034578, 0.052559, 0.063624, 0.131397, 0.125864, 0.152144, 0.134163, 0.123098, 0.085754, 0.065007, 0.031812, 0.000000, 
0.034530, 0.052486, 0.063536, 0.131215, 0.125691, 0.151934, 0.133978, 0.124309, 0.085635, 0.064917, 0.031768, 0.000000, 
0.034483, 0.052414, 0.063448, 0.131034, 0.125517, 0.151724, 0.135172, 0.124138, 0.085517, 0.064828, 0.031724, 0.000000, 
0.034435, 0.052342, 0.063361, 0.130854, 0.125344, 0.152893, 0.134986, 0.123967, 0.085399, 0.064738, 0.031680, 0.000000, 
0.034388, 0.052270, 0.063274, 0.130674, 0.125172, 0.154058, 0.134801, 0.123796, 0.085282, 0.064649, 0.031637, 0.000000, 
0.034341, 0.052198, 0.063187, 0.131868, 0.125000, 0.153846, 0.134615, 0.123626, 0.085165, 0.064560, 0.031593, 0.000000, 
0.034294, 0.052126, 0.063100, 0.131687, 0.124829, 0.153635, 0.134431, 0.124829, 0.085048, 0.064472, 0.031550, 0.000000, 
0.034247, 0.052055, 0.063014, 0.131507, 0.124658, 0.153425, 0.135616, 0.124658, 0.084932, 0.064384, 0.031507, 0.000000, 
0.034200, 0.051984, 0.062927, 0.131327, 0.124487, 0.153215, 0.136799, 0.124487, 0.084815, 0.064295, 0.031464, 0.000000, 
0.034153, 0.051913, 0.062842, 0.132514, 0.124317, 0.153005, 0.136612, 0.124317, 0.084699, 0.064208, 0.031421, 0.000000, 
0.034106, 0.051842, 0.062756, 0.132333, 0.124147, 0.152797, 0.136426, 0.124147, 0.085948, 0.064120, 0.031378, 0.000000, 
0.034060, 0.051771, 0.064033, 0.132153, 0.123978, 0.152589, 0.136240, 0.123978, 0.085831, 0.064033, 0.031335, 0.000000, 
0.034014, 0.051701, 0.063946, 0.131973, 0.123810, 0.153741, 0.136054, 0.123810, 0.085714, 0.063946, 0.031293, 0.000000, 
0.033967, 0.051630, 0.063859, 0.131793, 0.123641, 0.154891, 0.135870, 0.123641, 0.085598, 0.063859, 0.031250, 0.000000, 
0.033921, 0.051560, 0.063772, 0.131615, 0.123474, 0.154681, 0.137042, 0.123474, 0.085482, 0.063772, 0.031208, 0.000000, 
0.033875, 0.051491, 0.063686, 0.132791, 0.123306, 0.154472, 0.136856, 0.123306, 0.085366, 0.063686, 0.031165, 0.000000, 
0.033829, 0.051421, 0.063599, 0.132612, 0.123139, 0.154263, 0.138024, 0.123139, 0.085250, 0.063599, 0.031123, 0.000000, 
0.033784, 0.051351, 0.063514, 0.132432, 0.122973, 0.154054, 0.137838, 0.124324, 0.085135, 0.063514, 0.031081, 0.000000, 
0.033738, 0.051282, 0.064777, 0.132254, 0.122807, 0.153846, 0.137652, 0.124157, 0.085020, 0.063428, 0.031039, 0.000000, 
0.033693, 0.051213, 0.064690, 0.132075, 0.122642, 0.153639, 0.138814, 0.123989, 0.084906, 0.063342, 0.030997, 0.000000, 
0.033647, 0.051144, 0.064603, 0.131898, 0.123822, 0.153432, 0.138627, 0.123822, 0.084791, 0.063257, 0.030956, 0.000000, 
0.033602, 0.051075, 0.064516, 0.131720, 0.123656, 0.153226, 0.139785, 0.123656, 0.084677, 0.063172, 0.030914, 0.000000, 
0.033557, 0.051007, 0.064430, 0.132886, 0.123490, 0.153020, 0.139597, 0.123490, 0.084564, 0.063087, 0.030872, 0.000000, 
0.033512, 0.050938, 0.064343, 0.132708, 0.123324, 0.152815, 0.139410, 0.124665, 0.084450, 0.063003, 0.030831, 0.000000, 
0.033467, 0.050870, 0.065596, 0.132530, 0.123159, 0.152610, 0.139224, 0.124498, 0.084337, 0.062918, 0.030790, 0.000000, 
0.033422, 0.050802, 0.065508, 0.132353, 0.124332, 0.152406, 0.139037, 0.124332, 0.084225, 0.062834, 0.030749, 0.000000, 
0.033378, 0.050734, 0.065421, 0.132176, 0.124166, 0.152203, 0.138852, 0.125501, 0.084112, 0.062750, 0.030708, 0.000000, 
0.033333, 0.050667, 0.065333, 0.132000, 0.125333, 0.152000, 0.138667, 0.125333, 0.084000, 0.062667, 0.030667, 0.000000, 
0.033289, 0.051931, 0.065246, 0.131824, 0.125166, 0.151798, 0.138482, 0.125166, 0.083888, 0.062583, 0.030626, 0.000000, 
0.033245, 0.051862, 0.065160, 0.131649, 0.125000, 0.151596, 0.138298, 0.126330, 0.083777, 0.062500, 0.030585, 0.000000, 
0.033201, 0.051793, 0.065073, 0.132802, 0.124834, 0.151394, 0.138114, 0.126162, 0.083665, 0.062417, 0.030544, 0.000000, 
0.033156, 0.051724, 0.066313, 0.132626, 0.124668, 0.151194, 0.137931, 0.125995, 0.083554, 0.062334, 0.030504, 0.000000, 
0.033113, 0.051656, 0.066225, 0.133775, 0.124503, 0.150993, 0.137748, 0.125828, 0.083444, 0.062252, 0.030464, 0.000000, 
0.033069, 0.051587, 0.066138, 0.133598, 0.124339, 0.150794, 0.137566, 0.126984, 0.083333, 0.062169, 0.030423, 0.000000, 
0.033025, 0.051519, 0.066050, 0.133421, 0.124174, 0.150594, 0.138705, 0.126816, 0.083223, 0.062087, 0.030383, 0.000000, 
0.032982, 0.051451, 0.065963, 0.133245, 0.124011, 0.150396, 0.138522, 0.127968, 0.083113, 0.062005, 0.030343, 0.000000, 
0.032938, 0.051383, 0.065876, 0.133070, 0.123847, 0.150198, 0.139657, 0.127800, 0.083004, 0.061924, 0.030303, 0.000000, 
0.032895, 0.051316, 0.065789, 0.132895, 0.123684, 0.151316, 0.139474, 0.127632, 0.082895, 0.061842, 0.030263, 0.000000, 
0.032852, 0.051248, 0.065703, 0.132720, 0.123522, 0.151117, 0.139290, 0.127464, 0.082786, 0.063075, 0.030223, 0.000000, 
0.032808, 0.051181, 0.065617, 0.132546, 0.123360, 0.150919, 0.139108, 0.127297, 0.082677, 0.064304, 0.030184, 0.000000, 
0.032765, 0.051114, 0.065531, 0.133683, 0.123198, 0.150721, 0.138925, 0.127130, 0.082569, 0.064220, 0.030144, 0.000000, 
